LICENSENO,Registration_Type,ISSDTTM,NAMEFIRST,NAMELAST,Reporting_Statement
CCL403683,Lobbyist Registration,2019-07-19 13:35:11,,Thomas P. Carney,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1dGdh_-0PYODnozPPzccmKGApaC1Bakf9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1dGdh_-0PYODnozPPzccmKGApaC1Bakf9/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1lZRpQDz4GoA0I4hVrw_-clBoROLTtbJA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1lZRpQDz4GoA0I4hVrw_-clBoROLTtbJA/view?usp=sharing</A></P>"
CCL403477,Client Registration,2019-07-17 10:43:05,,Boston Medical Center,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1-TD-qjUaqqmzCS5TbYa-IVSfBy4BToqA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-TD-qjUaqqmzCS5TbYa-IVSfBy4BToqA/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1DxTug2RjYKHhtNhWV-o6PFy73JpahnCk/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1DxTug2RjYKHhtNhWV-o6PFy73JpahnCk/view?usp=sharing</A></P>"
CCL393163,Client Registration,2019-04-30 09:51:49,,Cargo Ventures LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/18eXGNK5_WBCttzoVXsJev-pzzhhG9E2G/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/18eXGNK5_WBCttzoVXsJev-pzzhhG9E2G/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/14a-g6ID5yAGzmcrRTRCd2-nCy5MRk7ZV/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14a-g6ID5yAGzmcrRTRCd2-nCy5MRk7ZV/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL392977,Lobbyist Registration,2019-04-26 18:20:00,William,Burns,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ZUAsovW7UMqtLxUD-aUjtUKo66FYrENM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ZUAsovW7UMqtLxUD-aUjtUKo66FYrENM/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1UbLRK4I64LgvOf13LC8JmQFG9Dbq_Bpo/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UbLRK4I64LgvOf13LC8JmQFG9Dbq_Bpo/view?usp=sharing</A></P>"
CCL403763,Client Registration,2019-07-22 14:37:30,,Oxford Properties Group,
CCL393296,Lobbyist Registration,2019-05-01 13:25:01,Michael,Travaglini,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1ahE36dHeyo5RGL5LjBBVPOyrkIkRqD3q/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1ahE36dHeyo5RGL5LjBBVPOyrkIkRqD3q/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Z0gahVouIMjTpESk6eWgHS43juO3Ks2K/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Z0gahVouIMjTpESk6eWgHS43juO3Ks2K/view?usp=sharing</A></P>"
CCL391841,Lobbyist Registration,2019-04-16 13:07:51,Christopher,Nuttle,"<P>&nbsp;<A href=""https://drive.google.com/a/boston.gov/file/d/1kOhOnEDMaUm05aAInV3yFAtJqM_QdUEH/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1kOhOnEDMaUm05aAInV3yFAtJqM_QdUEH/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1WtteHcODdtwyj9g5exOeFQNuaVZmJzV9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WtteHcODdtwyj9g5exOeFQNuaVZmJzV9/view?usp=sharing</A></P>"
CCL411555,Lobbyist Registration,2019-10-04 18:13:20,,Joseph Munno,"<A href=""https://drive.google.com/a/boston.gov/file/d/1TXkCL7AqiexfnlMx_MQJrixpUyTDTRe6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TXkCL7AqiexfnlMx_MQJrixpUyTDTRe6/view?usp=sharing</A>"
CCL403638,Lobbyist Registration,2019-07-19 09:51:11,,"Josiah A. Spaulding, Jr.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1s3oAC_IeaoiYdE7s_8njx4-hPxu3XgDn/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1s3oAC_IeaoiYdE7s_8njx4-hPxu3XgDn/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1b4L2tjGe07X40IIv_tRTfaAO9tshsAL4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1b4L2tjGe07X40IIv_tRTfaAO9tshsAL4/view?usp=sharing</A></P>"
CCL397057,Entity Registration,2019-06-05 14:03:32,,DLA Piper LLP (US),"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1tonosnqGuz13u-Wgn03LeduiBS3E3Ws0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1tonosnqGuz13u-Wgn03LeduiBS3E3Ws0/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1zsvvV3qAOst8VzV0DE7OugLIKj9UJWM-/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1zsvvV3qAOst8VzV0DE7OugLIKj9UJWM-/view?usp=sharing</A></P>"
CCL411405,Lobbyist Registration,2019-10-03 13:11:16,Adam,Burns,"<A href=""https://drive.google.com/a/boston.gov/file/d/1oTniqk11f7OPRvspN-mzYNFjmVXMqQPY/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1oTniqk11f7OPRvspN-mzYNFjmVXMqQPY/view?usp=sharing</A>"
CCL411699,Lobbyist Registration,2019-10-17 14:20:28,,Nancy Lo,
CCL403682,Client Registration,2019-07-19 13:31:27,,"The Boston Beer Company, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1OelL-SXJlbwGhDUxHdSk_pGN_KbDwm3Z/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1OelL-SXJlbwGhDUxHdSk_pGN_KbDwm3Z/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1bxkn61m-i9eB0O6M2xGLghoGa4us19LH/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1bxkn61m-i9eB0O6M2xGLghoGa4us19LH/view?usp=sharing</A></P>"
CCL401900,Client Registration,2019-07-03 15:12:41,,"P-3 Partners, LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/17l0nAE6UxfFWCCFi8R5XRZijRnJ7YPC1/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/17l0nAE6UxfFWCCFi8R5XRZijRnJ7YPC1/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1SooqdsKFxyEfubXX_JqWtfLfOz2ZtnPr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1SooqdsKFxyEfubXX_JqWtfLfOz2ZtnPr/view?usp=sharing</A></P>"
CCL393658,Lobbyist Registration,2019-05-07 09:14:21,Nikki,Goldschein,
CCL403639,Client Registration,2019-07-19 11:04:56,,Owens Companies Inc,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1DaUxUloqBkmK65CCUfKkIlq4GIZ_FCs6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1DaUxUloqBkmK65CCUfKkIlq4GIZ_FCs6/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1bvxkSzy6mZfRJVT7M35-4PgWVbop_1x8/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1bvxkSzy6mZfRJVT7M35-4PgWVbop_1x8/view?usp=sharing</A></P>"
CCL392640,Entity Registration,2019-04-25 09:37:20,,Travaglini Eisenberg Kiley LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/14gbtD2slxPyKKHwFwBuIYRqy99_u2ZBb/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14gbtD2slxPyKKHwFwBuIYRqy99_u2ZBb/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1QJxJFFRxWCMzc2cd-YaF85xuEnarfHf8/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1QJxJFFRxWCMzc2cd-YaF85xuEnarfHf8/view?usp=sharing</A></P>"
CCL392512,Lobbyist Registration,2019-04-24 10:01:34,George,Cronin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/10t8oPJnLzcdMpLJ9VWfxFno-R2haGs8G/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/10t8oPJnLzcdMpLJ9VWfxFno-R2haGs8G/view?usp=sharing</A></P>
<P>&nbsp;<A href=""https://drive.google.com/a/boston.gov/file/d/1WR78KH35sR97aAmschm7m81I7xyaYoEg/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1WR78KH35sR97aAmschm7m81I7xyaYoEg/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL403688,Entity Registration,2019-07-19 13:50:31,,Harvard University,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1QVxrxRg5CfxwGb3q75xamBt0I87mwsTk/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1QVxrxRg5CfxwGb3q75xamBt0I87mwsTk/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1f-oPEGMEJaLAhpDPQY10r5jGEfjCCpQA/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1f-oPEGMEJaLAhpDPQY10r5jGEfjCCpQA/view?usp=sharing</A></P>"
CCL392576,Client Registration,2019-04-24 14:27:25,,State Street Bank and Trust Company,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1mNag2fXiwagTvhvS-QMm8byPfb-SvOOD/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1mNag2fXiwagTvhvS-QMm8byPfb-SvOOD/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1VIANiSgi3vBxe9AYBizDWYp97FZC4m16/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1VIANiSgi3vBxe9AYBizDWYp97FZC4m16/view?usp=sharing</A></P>"
CCL393650,Lobbyist Registration,2019-05-06 17:59:00,Peter,Thompson,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Fe3YJp-OQd985ZjHmWq_6_HkEu3kDnRw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Fe3YJp-OQd985ZjHmWq_6_HkEu3kDnRw/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1FC2iife-t19mjnoN2e-SLn4On2kIG2Wc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FC2iife-t19mjnoN2e-SLn4On2kIG2Wc/view?usp=sharing</A></P>"
CCL411737,Lobbyist Registration,2019-10-09 09:26:20,,Geoff Howell,"<A href=""https://drive.google.com/a/boston.gov/file/d/1FDeWvX4USIk3k3PP41vGcGLahbOIOg-S/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FDeWvX4USIk3k3PP41vGcGLahbOIOg-S/view?usp=sharing</A>"
CCL392933,Lobbyist Registration,2019-04-26 13:04:00,Caitlin,Beresin,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_XT7-lgNLOwMwN30q2cSTQAtWGf3vze_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_XT7-lgNLOwMwN30q2cSTQAtWGf3vze_/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1cdaD-b9cSVE5VgELPvpIN5O33eVkXzzr/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1cdaD-b9cSVE5VgELPvpIN5O33eVkXzzr/view?usp=sharing</A></P>
<P>&nbsp;</P>
<P>&nbsp;</P>"
CCL411554,Lobbyist Registration,2019-10-04 17:57:27,,Molly Slingerland,"<A href=""https://drive.google.com/a/boston.gov/file/d/1YlK-V-UuD-s3mV5EPpv8Iz4GEtHAI9B_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1YlK-V-UuD-s3mV5EPpv8Iz4GEtHAI9B_/view?usp=sharing</A>"
CCL402664,Client Registration,2019-07-11 17:12:26,,"DIV 1515 Commonwealth,LLC","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1vsHsVrc_g--NWpYnWvvrwl6ZxyErweJ5/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vsHsVrc_g--NWpYnWvvrwl6ZxyErweJ5/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/17Lm0F8MPXoy84Wb2wpRUKrKQAzAvogxX/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/17Lm0F8MPXoy84Wb2wpRUKrKQAzAvogxX/view?usp=sharing</A></P>"
CCL411966,Lobbyist Registration,2019-10-09 14:56:32,,Mark Gilmore,"<A href=""https://drive.google.com/a/boston.gov/file/d/1-Cftkhp-yVi-bGfIoqOLv0CFxz7TBD1S/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1-Cftkhp-yVi-bGfIoqOLv0CFxz7TBD1S/view?usp=sharing</A>"
CCL395605,Lobbyist Registration,2019-05-16 15:52:03,Charlene,Rideout,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1yc29vJPfQrFJ-s648fkYphpLPNCVH9vu/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1yc29vJPfQrFJ-s648fkYphpLPNCVH9vu/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1wY_QoQsmCh9MJEdHYEliZLra7fkBNSY9/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1wY_QoQsmCh9MJEdHYEliZLra7fkBNSY9/view?usp=sharing</A></P>"
CCL401092,Lobbyist Registration,2019-07-01 08:04:34,Amy,O'Leary,"<A href=""https://drive.google.com/a/boston.gov/file/d/1Ah34KebLvh1vCEleBlO0k_3BeG-Mngvo/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Ah34KebLvh1vCEleBlO0k_3BeG-Mngvo/view?usp=sharing</A>"
CCL405707,Lobbyist Registration,2019-08-05 15:48:19,,Pasquale Capogreco,"<A href=""https://drive.google.com/a/boston.gov/file/d/1FM0f162Yhy8sXOETZjkw_7xgjBvwH3oM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1FM0f162Yhy8sXOETZjkw_7xgjBvwH3oM/view?usp=sharing</A>"
CCL393432,Client Registration,2019-05-02 12:52:55,,Jamestown 21-23 25 Drydock L.P.,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1g_nIyEblTourJuA_fS2o6OWHBL6YPJnM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1g_nIyEblTourJuA_fS2o6OWHBL6YPJnM/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1twWHFQ9Y8Mb5Tno1sjO8DieWz8d0k8Bj/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1twWHFQ9Y8Mb5Tno1sjO8DieWz8d0k8Bj/view?usp=sharing</A></P>"
CCL408106,Client Registration,2019-08-28 09:23:53,,Cronin Development LLC,"<A href=""https://drive.google.com/a/boston.gov/file/d/1XcS9kKWuRBV943y85Dl9GSFOWYcbjEbK/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1XcS9kKWuRBV943y85Dl9GSFOWYcbjEbK/view?usp=sharing</A>"
CCL391949,Lobbyist Registration,2019-04-17 12:49:49,Ramyata,Joshi,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1W4XjetacZPBTbfKwHOWyQkolAQ3siBSZ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1W4XjetacZPBTbfKwHOWyQkolAQ3siBSZ/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/12vqUci6ZcwMDaMskYJ1fgo6sR8VnUAef/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12vqUci6ZcwMDaMskYJ1fgo6sR8VnUAef/view?usp=sharing</A></P>
<P>&nbsp;</P>"
CCL393293,Lobbyist Registration,2019-05-01 13:10:55,Arthur,Bernard,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1pb6AB-YRYOfGXo_0wLOXn2EuPpazpuEx/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pb6AB-YRYOfGXo_0wLOXn2EuPpazpuEx/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/15zGmU2u_8f_h3dF0vAvnTRcpkzwyL9ST/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/15zGmU2u_8f_h3dF0vAvnTRcpkzwyL9ST/view?usp=sharing</A></P>"
CCL403602,Client Registration,2019-07-19 09:52:31,,"Mayflower Medicinals, Inc","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1vx8fHSKPP_GvVAXOnKCDEFngnV51oncb/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vx8fHSKPP_GvVAXOnKCDEFngnV51oncb/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1fblHqSguPqi_L-BMx2yfwUqbbJswiM6I/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1fblHqSguPqi_L-BMx2yfwUqbbJswiM6I/view?usp=sharing</A></P>"
CCL393095,Entity Registration,2019-04-29 13:02:35,,"Robert White Associates, Inc.","<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Yn6d5VwTuWe_rkNTjeccLOGpJu_E3qyk/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Yn6d5VwTuWe_rkNTjeccLOGpJu_E3qyk/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Upe7EGq6UXozR8rSzGKdAI-7cxf-hmGb/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Upe7EGq6UXozR8rSzGKdAI-7cxf-hmGb/view?usp=sharing</A></P>"
CCL403708,Lobbyist Registration,2019-07-20 09:06:12,,Michael Flannery,
CCL393130,Lobbyist Registration,2019-04-29 15:05:49,Charles,Glick,"<A href=""https://drive.google.com/a/boston.gov/file/d/14hRrlimFirNsJ_doQ6aoJ-xXE2zcnZDE/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/14hRrlimFirNsJ_doQ6aoJ-xXE2zcnZDE/view?usp=sharing</A>"
CCL400441,Client Registration,2019-07-02 14:45:28,john,forbes,
CCL393536,Lobbyist Registration,2019-05-03 14:29:32,Megan,Greeley,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1x1StiPWwzF9GhOT136pZvhEpqjzXbk0B/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1x1StiPWwzF9GhOT136pZvhEpqjzXbk0B/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1J8kfjquFOxf0qTf5Uz88NVhkoXlcZEa6/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1J8kfjquFOxf0qTf5Uz88NVhkoXlcZEa6/view?usp=sharing</A></P>"
CCL398291,Lobbyist Registration,2019-06-11 11:15:22,Eric,Skeffington,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1RpfqCu1RFaJ62lIC8Desi1iTLfm8r06E/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1RpfqCu1RFaJ62lIC8Desi1iTLfm8r06E/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1EVG1YRywIWKl7UttCvi1ujublnIs2lay/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1EVG1YRywIWKl7UttCvi1ujublnIs2lay/view?usp=sharing</A></P>"
CCL396072,Lobbyist Registration,2019-05-23 12:37:06,Joshua,Wechter,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1IsG_Tpmk8ZutygqlFiIS4ci56e1x261g/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1IsG_Tpmk8ZutygqlFiIS4ci56e1x261g/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1U_JJB0VaaeIq6cMTmPiWNh6b8akY8k9k/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1U_JJB0VaaeIq6cMTmPiWNh6b8akY8k9k/view?usp=sharing</A></P>"
CCL402830,Client Registration,2019-07-12 13:06:06,John,O'Donnell,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1_vsZZO1nXZM_x6Q-VKD9ZzLcu9qV3wQq/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1_vsZZO1nXZM_x6Q-VKD9ZzLcu9qV3wQq/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1bBqfIvM8GBetg9_vQBjNiwJ5K9zan9LZ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1bBqfIvM8GBetg9_vQBjNiwJ5K9zan9LZ/view?usp=sharing</A></P>"
CCL398602,Lobbyist Registration,2019-06-13 12:12:27,Kevin,Heneghan,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1uJ0vteQe23i2eQu-Rd5iUUpZKRmBhY12/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1uJ0vteQe23i2eQu-Rd5iUUpZKRmBhY12/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1vRl-eiSSEuAQ5qx-EvVHFo7GmjUNSYuM/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1vRl-eiSSEuAQ5qx-EvVHFo7GmjUNSYuM/view?usp=sharing</A></P>"
CCL396806,Lobbyist Registration,2019-06-03 10:24:12,Peter,Johnsen,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1L1C6wP-NhlSaVKfYFgt38ZETq8DskCXc/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1L1C6wP-NhlSaVKfYFgt38ZETq8DskCXc/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1xMR4SLyl8VxZg1vWDiSibqERbIp4VH3X/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1xMR4SLyl8VxZg1vWDiSibqERbIp4VH3X/view?usp=sharing</A></P>"
CCL391953,Client Registration,2019-04-17 13:03:28,,Winton Capital US LLC,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1HI3RgJQn6AWqpId3mkrw6OkNwloIX5W_/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1HI3RgJQn6AWqpId3mkrw6OkNwloIX5W_/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1n0UH3ZiNQycZ5-c9QiXxV61N9ofKAPmU/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1n0UH3ZiNQycZ5-c9QiXxV61N9ofKAPmU/view?usp=sharing</A></P>"
CCL403632,Client Registration,2019-07-19 08:47:48,,Anheuser-Busch Companies,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/12SsdApWfhw2MJD0btnEjTS3o36Fl7s4W/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/12SsdApWfhw2MJD0btnEjTS3o36Fl7s4W/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1yUj80dM8jI_P5SWBAMGE8zTz_sc5xU1n/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1yUj80dM8jI_P5SWBAMGE8zTz_sc5xU1n/view?usp=sharing</A></P>"
CCL391988,Lobbyist Registration,2019-04-17 18:51:26,Jaimie,McNeil,"<A href=""https://drive.google.com/a/boston.gov/file/d/1IyzvgePXzQkj623u9c8Cu8PZ5RYb7dP0/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1IyzvgePXzQkj623u9c8Cu8PZ5RYb7dP0/view?usp=sharing</A>"
CCL403545,Entity Registration,2019-07-17 17:55:47,,"Suns Mass, Inc.",
CCL393128,Client Registration,2019-04-29 14:48:19,,Boston Scores,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1UK50ZXtxQpubluY5RvhwtXI2cfq_9WVw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1UK50ZXtxQpubluY5RvhwtXI2cfq_9WVw/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1Mi15OJWvMwkpIzSI4jEMYrm29qsewJOO/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1Mi15OJWvMwkpIzSI4jEMYrm29qsewJOO/view?usp=sharing</A></P>"
CCL396775,Client Registration,2019-05-31 15:42:37,RHDC/,Chiofaro Company,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1QE43HhHBRpxk0nwto6w2EP8GX8FAxSri/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1QE43HhHBRpxk0nwto6w2EP8GX8FAxSri/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1pUPS-HCbKN_UoT3yvHvOBfaZcQmx4XO4/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pUPS-HCbKN_UoT3yvHvOBfaZcQmx4XO4/view?usp=sharing</A></P>"
CCL408115,Client Registration,2019-08-28 10:39:26,,Cronin Group LLC,"<A href=""https://drive.google.com/a/boston.gov/file/d/1G_ao93nEgF3yfcHmc-SU9azfNG4JtKSJ/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1G_ao93nEgF3yfcHmc-SU9azfNG4JtKSJ/view?usp=sharing</A>"
CCL414021,Client Registration,2019-10-28 11:06:30,,Louis D. Brown Peace Institute,
CCL401713,Lobbyist Registration,2019-07-02 13:30:58,Kate,Dineen,"<P><A href=""https://drive.google.com/a/boston.gov/file/d/1TCULHwcYoy09DhsYRiwwy_nvp-MS1Vuw/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1TCULHwcYoy09DhsYRiwwy_nvp-MS1Vuw/view?usp=sharing</A></P>
<P><A href=""https://drive.google.com/a/boston.gov/file/d/1pEtRl0iLK1IZLYPQhieuA4Gtzkg9x8Zz/view?usp=sharing"" target=_blank>https://drive.google.com/a/boston.gov/file/d/1pEtRl0iLK1IZLYPQhieuA4Gtzkg9x8Zz/view?usp=sharing</A></P>
<P>&nbsp;</P>"
